airtable_record_id,createdTime,Item-ID (SKU),Status Import,Article Name (Displayed),Description,Stock Amount,Stock - Amount Sold,Stock - Remaining,Stock - Status,Source,Category,Supplier,Item-Number (Supplier Logic),Item-Name (Supplier Logic),Item Link (Supplier Logic),Exhibitor Shop - Item (True/False),Exhibitor Shop - Product Visibility,Exhibitor Shop - Item Order,Exhibitor Shop - Purchase note to customer (extern),Exhibitor Shop - Stock Tracking (True/False),Exhibitor Shop - Status,Price - Net EK,Price - Brutto EK,Umlagefähige Kosten,Price - Margin,Price - Minimum,Price - Selling Price (Net),Price Formula Field,VAT rate (%),Exhibitor Shop - Product URL,Exhibitor Shop - Attribute,Exhibitor Shop - Attribute Name,Exhibitor Shop - Attribute Value,Price - Discount Max Range,Price - Discount Max Range (%),Comment (Internal),TO BE CREATED - LINK TO BUNDLE,Product-Data (Bundles),Record_ID,Front Picture (files),Gallery Pictures (files),AI assist (files),Bild (files)
recWWmuBBf61Gb1bX,2025-06-19T13:25:26.000Z,I-75876,Imported,Barhocker Volt,"Schlichter und moderner Barhocker in elegantem Schwarz, ideal für Theken oder Stehtische. Seine schlanke Silhouette und komfortable Sitzhöhe machen ihn zum perfekten Begleiter für deinen Messestand. Robust, leicht und vielseitig – ein echter Allrounder für stilvolle Auftritte",26,,26,instock,Messe-Shop,Mobiliar ,PartyRent,4567,Barhocker Volt,https://www.party.rent/de/product/barhocker-volt-678-schwarz-4567,TRUE,Visible,,,,publish,17.51,20.8369,,0.2,21.012,21,21.012,7,,,,,-0.012000000000000455,-0.057142857142859306,,,,recWWmuBBf61Gb1bX,4567.jpg,4567_A1.jpg; 4567_A3.jpg; 4567.jpg,,
recWv0u0XJqvvCAB2,2025-09-17T12:22:07.000Z,I-95112,,Product Sampling ,"Sampling der eigenen Produkte als gezielte Marketing-Aktivierung (Details: siehe Kommentarfeld) 
",,,0,outofstock,Hubspot,Branding ,,,,,,,,,,,,0,,,0,,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,recWv0u0XJqvvCAB2,,,,
recWwyolD2sup0m8P,2025-06-19T13:25:26.000Z,I-95371,Imported,SMEG Kühlschrank groß (245L),"Stylischer Kühlschrank im Retro-Design von SMEG mit 245 Litern Fassungsvermögen. In elegantem Schwarz gehalten, bietet er ausreichend Platz für Getränke und Snacks. Funktional und ein echter Hingucker – perfekt, um deinen Messestand modern und einladend auszustatten.",3,,3,instock,Messe-Shop,Standgastronomie,PartyRent,1874,SMEG Kühlschrank groß (245L),https://www.party.rent/de/product/standkühlschrank-smeg-schwarz-245-liter-230v-125w-1874,TRUE,Visible,,,,publish,217.01,258.2419,,0.2,260.412,260.4,260.412,7,,,,,-0.012000000000000455,-0.004608294930875751,,,,recWwyolD2sup0m8P,1874 (1).jpg,Image_January_7_2026_4_28_PM-v1.webp; Image_January_7_2026_4_28_PM-v2.webp; Image_January_7_2026_4_28_PM-v3.webp,Image_January_7_2026_4_28_PM-v1.webp; Image_January_7_2026_4_28_PM-v2.webp; Image_January_7_2026_4_28_PM-v3.webp,
recXAjqlYYa1VWL3i,2025-06-20T10:37:28.000Z,I-27094,Imported,Tischkicker ,"Klassischer Tischkicker – bringt Bewegung, Wettbewerb und lockere Atmosphäre an deinen Stand.",2,,2,instock,Messe-Shop,Specials,ChefTreff,,"Leonhart_Sport, Leonhart S4P",https://www.kickertischverleih.de/verleih/kickertische/leonhart-s4p-sport,TRUE,Visible,,,,publish,200,238,,0.5,300,300,300,7,,,,,0,0,,,,recXAjqlYYa1VWL3i,s4p_grey-af1595f3.png,Image_January_7_2026_4_40_PM-v1.webp; Image_January_7_2026_4_40_PM-v2.webp; Image_January_7_2026_4_40_PM-v3.webp,Image_January_7_2026_4_40_PM-v1.webp; Image_January_7_2026_4_40_PM-v2.webp; Image_January_7_2026_4_40_PM-v3.webp,
recXpV2PWb2KO58re,2025-06-19T13:25:26.000Z,I-80368,,,,,,0,outofstock,,,,,,,,,,,,,,0,,,0,,0,,,,,,0,"{""specialValue"": ""NaN""}",,,,recXpV2PWb2KO58re,,,,
recXsDRPhrZ27LeDJ,2025-06-19T13:25:26.000Z,I-87200,,,,,,0,outofstock,,,,,,,,,,,,,,0,,,0,0,0,,,,,,0,"{""specialValue"": ""NaN""}",,,,recXsDRPhrZ27LeDJ,,,,
recYRCyYhjPTbqCR5,2025-09-08T13:34:37.000Z,I-21634,Imported,Partner Branding,"Das Branding inkludiert: 
- Logo Einbindung Website 
- Logo Einbindung Aftermovie 
- Logo Einbindung Event-App 
- Partner Profil Event-App 
- Logo Einbindung Event-Kommunikation",,,0,outofstock,Hubspot,Branding ,,,,,,,,,,,,0,,,0,,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,recYRCyYhjPTbqCR5,,,,
recZDsXAQ1bl0EEbJ,2025-06-19T13:25:26.000Z,I-38804,Imported,Ipad Tisch-Halterung,"Stabile und elegante iPad-Halterung aus Aluminium – ideal für interaktive Anwendungen oder Kundenregistrierungen auf dem Messestand. Modernes Design, sicherer Halt und flexible Nutzungsmöglichkeiten.",20,,20,instock,Messe-Shop,Technik,Milo,,,https://www.milo-rental.com/detail/1304/halterung_mieten.html,TRUE,Visible,,,,publish,10,11.899999999999999,,0.2,12,12,12,7,,,,,0,0,,,,recZDsXAQ1bl0EEbJ,1304_mittel_newsletter.jpg,Image_January_7_2026_4_29_PM-v2.webp; Image_January_7_2026_4_29_PM-v3.webp,Image_January_7_2026_4_29_PM-v1.webp; Image_January_7_2026_4_29_PM-v2.webp; Image_January_7_2026_4_29_PM-v3.webp,iPad-Pro-11-2020-Tischhalterung-mit-Gasdruck-4C9O7iJjS1rxcg_1280x1280.jpg
recZZTxJIphLikYID,2025-06-23T16:51:35.000Z,I-77726,,Logo auf der Hackathon-Webseite,"Digitale Präsenz: dein Logo auf der Hackathon-Webseite, sichtbar für alle Teilnehmenden und Interessierten.",,,0,outofstock,Hubspot,Hackathon ,Branding,,,,,,,,,,,0,,0.2,0,,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,recZZTxJIphLikYID,,,,
recZh62iVbQ0JzIRC,2025-06-23T16:54:31.000Z,I-82524,,Logo-Integration in der Event-App,"Präsentiere dein Logo in der Event-App, direkt im Bereich Company Tour sichtbar für alle Teilnehmer.",,,0,outofstock,Hubspot,Company Tours ,Branding,,,,,,,,,,,0,,0.2,0,,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,recZh62iVbQ0JzIRC,,,,
recaVhf3Qplkti1GM,2025-07-24T08:02:39.000Z,I-91411,Imported,Signature Stand (QM basiert),"Dieser Stand inkludiert: 
- Individuelle Grundfäche
- Stromanschluss (230V) 
- Standbeleuchtung
- Abfallpauschale",10,,10,instock,Hubspot,Standflaeche,ChefTreff,,,,,,,,,,,0,,0.2,0,990,0,7,,,,,990,100,,,I-91411,recaVhf3Qplkti1GM,,,,
recaj2RSsTOlvU5tY,2025-06-19T13:25:26.000Z,I-25102,Imported,Popcornmaschine inkl. Personal + Korn (auf Anfrage),"Kinofeeling bei euch am Stand, eine schicke Retro-Popcorn-Maschine für heißes Popcorn ohne Ende. (Auf Anfrage) - bitte meldet euch bei Konrad ([e-mail entfernt])",5,,5,instock,Messe-Shop,Standgastronomie,ChefTreff,,,,TRUE,Visible,,,,publish,0,0,,0.2,0,0,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,recaj2RSsTOlvU5tY,131A6386-1024x683.jpg,1S8A5408-1024x683.jpg; 131A6386-1024x683.jpg; Produktdetailbild_Popcornmaschine_800x616px_1 (1).jpg,,
recaqhNGyAjZJ7du1,2025-06-20T10:37:13.000Z,I-97463,Imported,Gaming-Modul Arcade-Retro,"Arcade-Station mit Retro-Feeling – sorgt für Spaß, Interaktion und Verweildauer am Stand.",2,,2,instock,Messe-Shop,Specials,ChefTreff,-,Spielautomat Arcade Tischgerät mit 412 bekannten Spielen,https://www.kickertischverleih.de/verleih/spielkonsolen/spielautomat-arcade-tischgeraet-mit-412-bekannten-spielen,TRUE,Visible,,,,publish,250,297.5,,0.2,300,300,300,7,,,,,0,0,,,,recaqhNGyAjZJ7du1,IMG_7170-Kopie-ba397fd0.png,IMG_7170-Kopie-ba397fd0 (1).png,,
reccC8uHF3tA5mKVi,2026-01-28T11:04:36.000Z,I-65818,Imported,Eiswürfel 5KG Tüte,"Eine Tüte Eiswürfel für leckere Drinks. WICHTIG: Bitte bestellt eine Styropor Kühl-Kiste dazu, wenn ihr das Eis über einen längeren Zeitraum benötigt.",30,,30,instock,Messe-Shop,Standgastronomie,Kaefer,,,,TRUE,Visible,,,,publish,13,15.469999999999999,,0.2,15.6,13,15.6,7,,,,,-2.5999999999999996,-20,,,,reccC8uHF3tA5mKVi,Eiswürdel.jpg,Eiswürdel.jpg,,
reccIbtt0rEglTX06,2026-02-25T14:21:44.000Z,I-11489,Imported,Frozen Quark (auf Anfrage),"Gefrorener Quark aus der Eismaschine, vor Ort mit Toppings belegt und optional in einer Bubble-Waffel ausgegeben.

Das ist drin:
- 400 x Frozen Quark im Waffelbecher
- Verschiedene Toppings
- Vor Ort hergestellt
- 2 Mitarbeiter zur Ausgabe á 6 Stunden

(Auf Anfrage) - bitte meldet euch bei Konrad ([e-mail entfernt])",1,,1,instock,Messe-Shop,Standgastronomie,Kaefer,,Frozen Quark,,TRUE,Visible,,,,publish,0,0,,0,0,0,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,reccIbtt0rEglTX06,Bildschirmfoto 2026-02-25 um 15.40.03.png,Bildschirmfoto 2026-02-25 um 15.40.03.png,,7120SRvbf7L.jpg
recchtej2m5Mg7JW5,2025-06-19T13:25:26.000Z,I-84894,,,,,,0,outofstock,,,,,,,,,,,,,,0,,,0,,0,,,,,,0,"{""specialValue"": ""NaN""}",,,,recchtej2m5Mg7JW5,,,,
recczbtuTGRFzRS1y,2025-07-18T12:07:22.000Z,I-32776,Imported,Tickets - Partner,,1000,,1000,instock,Hubspot,Tickets,ChefTreff,,,,,,,,,,,0,,0.2,0,,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,recczbtuTGRFzRS1y,,,,
recdP7BvbRCLPARH7,2026-01-20T12:33:25.000Z,I-52981,Imported,"Carlsberg Pilsener 24x 0,33 ltr","Carlsberg Pilsener, Paket mit 24 Flaschen à 0,33 Liter. ",50,,50,instock,Messe-Shop,Standgastronomie,Kaefer,4472,"Carlsberg Pilsener, Paket mit 24 Flaschen à 0,33 Liter. ",,TRUE,Visible,,,,publish,69.61,82.8359,,0.12,77.9632,78,77.9632,7,,,,,0.0367999999999995,0.04717948717948654,,,,recdP7BvbRCLPARH7,Carlsberg-Pilsner-24x330ml.webp,Carlsberg-Pilsner-24x330ml.webp,,Carlsberg-Pilsner-24x330ml.webp
recdQZyUcLsUKVchM,2025-06-19T15:57:56.000Z,I-33860,,,,,,0,outofstock,,,,,,,,,,,,,,0,,,0,0,0,,,,,,0,"{""specialValue"": ""NaN""}",,,,recdQZyUcLsUKVchM,,,,
recdSOUQC5dGxvzmt,2025-06-20T10:38:14.000Z,I-93220,Imported,Airhockey ,"Schnelles Airhockey-Spiel – Action, Spaß und Besucheraktivierung in einem.",2,,2,instock,Messe-Shop,Specials,ChefTreff,,Airhockeytisch,https://www.kickertischverleih.de/verleih/airhockey/airhockey-tisch-6ft,TRUE,Visible,,,,publish,250,297.5,,0.2,300,300,300,7,,,,,0,0,,,,recdSOUQC5dGxvzmt,IMG_1949-0ac6556f.png,Image_January_7_2026_4_39_PM-v1.webp; Image_January_7_2026_4_39_PM-v2.webp; Image_January_7_2026_4_39_PM-v3.webp,Image_January_7_2026_4_39_PM-v1.webp; Image_January_7_2026_4_39_PM-v2.webp; Image_January_7_2026_4_39_PM-v3.webp,
recdnGsi3aARAcvtL,2026-04-02T15:40:02.000Z,I-48218,Imported,Kaffeevollautomat,,1,,1,instock,Messe-Shop,Standgastronomie,Kaefer,-,-,-,TRUE,Search,,,,publish,760,904.4,,,760,790,760,7,,,,,30,3.79746835443038,,,,recdnGsi3aARAcvtL,,,,
recdp7y9npIeNlVei,2025-06-23T16:57:01.000Z,I-39740,Imported,All-Inclusive Stand – Intro (4qm),"Dieser Stand inkludiert: 
- 4qm Grundfläche 
- 2m Rückwand (bedruckt mit Stoffbanner) 
- 1x Bar-Tisch 
- 2x Bar-Hocker
- 4qm Teppich Standard
- Stromanschluss (230V) 
- Standbeleuchtung
- Standreinigung (Einmalig vor erstem Öffnungstag)",30,,30,instock,Hubspot,Standflaeche,ChefTreff,,,,,,,,,,,0,,0.2,0,5900,0,7,,,,,5900,100,,,I-39740,recdp7y9npIeNlVei,,,,
rece2tSI5PkyFwR5S,2025-06-23T16:52:18.000Z,I-98915,,Erwähnung in der Event-App während des Gipfels,"Präsenz in der Event-App während des Gipfels, platziere deine Marke direkt im digitalen Begleiter aller Teilnehmer",,,0,outofstock,Hubspot,Hackathon ,Branding,,,,,,,,,,,0,,0.2,0,,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,rece2tSI5PkyFwR5S,,,,
receX8rrhPizuFCtk,2026-01-06T14:06:42.000Z,I-36180,Imported,Stehtisch Bornholm quadratisch,"Eleganter quadratischer Stehtisch mit Bornholm-Tischplatte und stilvollem Bristol-Tischgestell aus Schwarzstahl. Mit den Maßen 80x80 cm und einer Höhe von 110 cm bietet er Platz für 4 Personen. Das moderne Design eignet sich perfekt für Events, Messen und gehobene Veranstaltungen.",5,,5,instock,Messe-Shop,Mobiliar ,PartyRent,60704,Stehtisch Bornholm quadratisch,https://www.party.rent/de/product/stehtisch-bristol-bornholm-80-80-h110-cm-60704,TRUE,Visible,,,,publish,54.61,64.9859,,0.2,65.532,65.5,65.532,7,,,,,-0.031999999999996476,-0.04885496183205569,,,,receX8rrhPizuFCtk,steh.jpg,steh.jpg; steh2.jpg; steh3.jpg,,
recf8Qo1ChpLku2WB,2025-06-20T11:57:56.000Z,I-15578,,Deckenbanner ,"Hängbares Deckenbanner, erhöhe die Sichtbarkeit und lenke die Aufmerksamkeit auf Dich.",,,0,outofstock,Hubspot,Branding ,Fetzer,,,,TRUE,,,,,,849.6,1011.024,,0.2,1019.52,,1019.52,7,,,,,-1019.52,"{""specialValue"": ""-Infinity""}",,,,recf8Qo1ChpLku2WB,,,,
recfsxt2gSw7M4z62,2025-12-08T09:09:17.000Z,I-15739,Imported,Stellenwerk Job-Wall,"Dedizierte Fläche für die Ausstellung der der Jobs vom Stellenwerk-Portal inkl. Branding 
",1,,1,instock,Hubspot,Specials,,,,,,,,,,,,0,,,0,4900,0,7,,,,,4900,100,,,,recfsxt2gSw7M4z62,,,,
recg2CGmQHjWRDiWz,2026-01-29T20:25:54.000Z,I-39366,Imported,Main Stage Loge ,"Exklusive, zweistöckige Standfläche, bestehend aus einer Expo Fläche von 18qm sowie einer exklusiven Loge mit einer Fläche von 18qm und Blick auf die Main Stage. 

Der Standbau inkludiert: 
- Layer Gerüst als Standbau inkl. Branding Fläche
- 18qm Standfläche inkl. Teppich, Strom (230V), Beleuchtung, Mobiliar nach Absprache
- 18qm Logen Fläche (1. Stock) inkl. Beleuchtung, Mobiliar nach Absprache, Interaktion",2,,2,instock,Hubspot,Standbau ,ChefTreff,,,,,,,,,,,0,,,0,39900,0,7,,,,,39900,100,,,,recg2CGmQHjWRDiWz,,,,
recgFIoS6qyLCn1Hu,2025-06-20T10:59:41.000Z,I-22697,,Extra-Stromanschluss 32A,"Zusätzlicher Stromanschluss 32A, starke Leistung für energieintensive Geräte oder große Technik.",,,0,outofstock,Hubspot, Infrastruktur – Versorgung & Anschluesse,CCH,,,,FALSE,,,,,,125,148.75,,0.2,150,,150,7,,,,,-150,"{""specialValue"": ""-Infinity""}",,,,recgFIoS6qyLCn1Hu,,,,
recgVzdN5Mj2Ulpja,2025-11-03T21:50:56.000Z,I-61776,Imported,Brand Activation ,Integration der Brand auf den digitalen Werbeflächen durch einen wiederkehrenden 10 sekunden Slot. ,20,,20,instock,Hubspot,Branding ,,,,,TRUE,,,,,,,0,,,0,4900,0,7,,,,,4900,100,,,,recgVzdN5Mj2Ulpja,,,,
recgbVwaD20ZafHi7,2025-06-19T13:25:26.000Z,I-48229,Imported,Beistelltisch DLM,"Praktischer und stylischer Beistelltisch mit cleverem Griffdesign, das ihn leicht transportierbar macht. In elegantem Schwarz gehalten, perfekt für kleine Ablagen oder als dekoratives Element, um Produkte auf deinem Messestand modern in Szene zu setzen.",10,,10,instock,Messe-Shop,Mobiliar ,PartyRent,4746,Beistelltisch DLM,"https://www.party.rent/de/product/beistelltisch-dlm-xl-schwarz-don%27t-leave-me--48-h49,5-65-cm-4728",TRUE,Visible,,,,publish,35.01,41.661899999999996,,0.2,42.01199999999999,42,42.01199999999999,7,,,,,-0.01199999999999335,-0.02857142857141274,,,,recgbVwaD20ZafHi7,4746.jpg,4746_A1.jpg; 4746_A2.jpg; 4746_A3.jpg; 4746.jpg,,
rech9FbSZFe9rAdkr,2026-01-06T14:00:09.000Z,I-38775,Imported,Stehtisch Brio schwarz Ø60*H110 cm,"Eleganter schwarzer Stehtisch aus der Brio-Serie mit einem Durchmesser von 60 cm und einer Höhe von 110 cm. Das moderne Design eignet sich perfekt für Events, Messen und andere Veranstaltungen.",5,,5,instock,Messe-Shop,Mobiliar ,PartyRent,60241,Stehtisch Brio schwarz Ø60*H110 cm,https://www.party.rent/de/product/stehtisch-brio-schwarz--60-h110-cm-60241,TRUE,Visible,,,,publish,48.01,57.131899999999995,,0.2,57.611999999999995,57.6,57.611999999999995,7,,,,,-0.01199999999999335,-0.020833333333321786,,,,rech9FbSZFe9rAdkr,brio.jpg,brio.jpg; brio2.jpg; brio3.jpg,,
rechE6hgKj5b65RqZ,2025-06-23T16:55:05.000Z,I-38404,,Company Tour Spot - Finance,"75 Minuten Slot 
",3,,3,instock,Hubspot,Company Tours ,ChefTreff,,,,,,,,,,,0,,0.2,0,5900,0,7,,,,,5900,100,,,,rechE6hgKj5b65RqZ,,,,
rechPZXMcBs2RvGzP,2025-06-23T16:55:05.000Z,I-39272,,Company Tour Spot - Consulting,"75 Minuten Slot 
",3,,3,instock,Hubspot,Company Tours ,ChefTreff,,,,,,,,,,,0,,0.2,0,5900,0,7,,,,,5900,100,,,,rechPZXMcBs2RvGzP,,,,
rechQC90cnEDEbWaa,2025-06-19T13:25:26.000Z,I-46792,Imported,Pedestal Bornholm,Ein elegantes und stabiles Podest in moderner Bornholm-Optik. Mit Maßen von 80x80 cm und einer Höhe von 115 cm eignet es sich perfekt zur Präsentation von Produkten oder als dekoratives Element auf Ihrem Messestand. ,3,,3,instock,Messe-Shop,Mobiliar ,PartyRent,6595,Pedestal Bornholm,https://www.party.rent/de/product/pedestal-bornholm-80-80-h115-cm-6595,TRUE,Visible,,,,publish,23.11,27.500899999999998,,0.2,27.732,27.7,27.732,7,,,,,-0.03200000000000003,-0.11552346570397123,,,,rechQC90cnEDEbWaa,pede.jpg,pede2.jpg; pede3.jpg; pede.jpg,,
rechVrPM1raCnSl3a,2025-09-17T12:23:37.000Z,I-17188,,Stage Branding - Science Stage,"Das Bühnenbranding beinhaltet eine komplette Bühne im Design des Partners - produziert und umgesetzt durch ChefTreff inklusive visueller Gestaltung. 
",,,0,outofstock,Hubspot,Branding ,,,,,,,,,,,,0,,,0,,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,rechVrPM1raCnSl3a,,,,
rechY9LCetNpZ1ju4,2025-06-23T16:52:47.000Z,I-23428,,Goodie-Sampeling pro Einlage für Gipfel-Teilnehmer,Ein ausgewähltes Produkt deiner Wahl im Goodie-Bag aller Gipfel-Teilnehmer – perfekte Platzierung und nachhaltige Sichtbarkeit.,,,0,outofstock,Hubspot,Hackathon ,Branding,,,,,,,,,,0.5,0.595,,0.2,0.6,,0.6,7,,,,,-0.6,"{""specialValue"": ""-Infinity""}",,,,rechY9LCetNpZ1ju4,,,,
rechj1BD6cFQV1LbW,2025-06-19T13:25:26.000Z,I-11329,Imported,Gitterbox,Praktische Gitterbox mit Stauraum und Arbeitsfläche im Industrial Design. ,5,,5,instock,Messe-Shop,Mobiliar ,PartyRent,116614,Gitterbox,,TRUE,Visible,,,,publish,262.51,312.38689999999997,,0.2,315.012,315,315.012,7,,,,,-0.012000000000000455,-0.0038095238095239535,,,I-65476,rechj1BD6cFQV1LbW,gitterbox-buffet-industrial-1.png,gitterbox-buffet-industrial-1 (1).png; gitterbox-buffet-industrial-1 2.png; gitterbox-buffet-industrial-1 3.png,,
rechn0uHTT9wIbtuB,2025-06-19T13:25:26.000Z,I-17100,,,,,,0,outofstock,,,,,,,,,,,,,,0,,,0,,0,,,,,,0,"{""specialValue"": ""NaN""}",,,,rechn0uHTT9wIbtuB,,,,
reciHfh2F5pvJQPYs,2025-11-24T08:30:04.000Z,I-17324,,Flagge Eingang ,,,,0,outofstock,Hubspot,Branding ,,,,,TRUE,,,,,,,0,,,0,,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,reciHfh2F5pvJQPYs,,,,
recicBHe3gBa7X4eF,2025-09-17T12:23:59.000Z,I-41996,,Stage Branding - Impact & Tech Stage,"Das Bühnenbranding beinhaltet eine komplette Bühne im Design des Partners - produziert und umgesetzt durch ChefTreff inklusive visueller Gestaltung. 
",,,0,outofstock,Hubspot,Branding ,,,,,,,,,,,,0,,,0,,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,recicBHe3gBa7X4eF,,,,
recjFbJ1KgtRepDSX,2025-11-05T19:13:32.000Z,I-81745,Imported,Side Event,"Exklusives Side Event im Rahmen des ChefTreff Gipfel 2026, welches (wenn gewünscht) im offiziellen Programm aufgeführt wird. ",10,,10,instock,Hubspot,Specials,,,,,TRUE,,,,,,,0,,,0,7900,0,7,,,,,7900,100,,,,recjFbJ1KgtRepDSX,,,,
recjQP7UmHt4EEv2q,2025-06-19T13:25:26.000Z,I-15064,Imported,Hausgebackene Laugenbrezel,"Frisch gebackene, goldbraune Brezeln – der perfekte herzhafte Snack für zwischendurch! Einfach, lecker und immer ein Klassiker auf jedem Messestand. Preis gilt für 500 Brezeln (250 pro Tag). Tipp: Bucht euch am besten einen Stehtisch dazu, um die Gebäcke zu präsentieren.",5,,5,instock,Messe-Shop,Standgastronomie,Kaefer,1570,Hausgebackene Laugenbrezel,https://www.standcatering-hamburg.com/Produkte/Speisen-Messe/Laugengebaeck/Laugenbrezel,TRUE,Visible,,,,publish,800,952,,0.2,960,960,960,7,,,,,0,0,Sollten dazu noch nen Breznständer bestellen,,,recjQP7UmHt4EEv2q,1570_resized.jpg,Image_January_7_2026_4_30_PM-v1.webp; Image_January_7_2026_4_30_PM-v2.webp; Image_January_7_2026_4_30_PM-v3.webp,Image_January_7_2026_4_30_PM-v1.webp; Image_January_7_2026_4_30_PM-v2.webp; Image_January_7_2026_4_30_PM-v3.webp,
recjZ5p7UiVQ9X3Dx,2025-06-23T16:52:13.000Z,I-35909,,Erwähnung in der Hackathon-Mailkampagne,"Integration deines Logos in die Hackathon-Mailings, direkte Ansprache aller Teilnehmenden und Community-Kontakte",,,0,outofstock,Hubspot,Hackathon ,Branding,,,,,,,,,,,0,,0.2,0,,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,recjZ5p7UiVQ9X3Dx,,,,
recjjTg5CBofpVGbq,2025-06-23T16:52:49.000Z,I-37220,Imported,Hackathon Challenge ,"Die Hackathon Challenge inkludiert: 
- Eigene Challenge für 6-8 Teams
- Partner Booth
- Gewinner-Scheck mit Logo 
- 24h Verpflegung vor Ort 
",15,,15,instock,Hubspot,Hackathon ,Branding,,,,,,,,,,,0,,0.2,0,14900,0,7,,,,,14900,100,,,,recjjTg5CBofpVGbq,,,,
recl2db8lXz9OVSQU,2025-06-19T13:25:26.000Z,I-50659,,,,,,0,outofstock,,,,,,,,,,,,,,0,,,0,0,0,,,,,,0,"{""specialValue"": ""NaN""}",,,,recl2db8lXz9OVSQU,,,,
reclSuwmxnFWsIw5M,2025-06-20T11:04:29.000Z,I-24313,,1m Rückwand (bedruckt mit Stoffbanner),"Standardrückwand mit Stoffbanner, nach Quadratmeterpreis kalkuliert, Basisbestandteil aller Stände, intern zu berücksichtigen.",,,0,outofstock,Hubspot,Standbau ,Messebau,,,,,,,,,,1000,1190,,0.2,1200,,1200,7,,,,,-1200,"{""specialValue"": ""-Infinity""}",,; ; ,I-39709; I-50131; I-39740,reclSuwmxnFWsIw5M,,,,
recldi2qpjozj6z9v,2026-03-27T15:49:52.000Z,I-55368,Imported,Yomaro Frozen Yoghurt,,1,,1,instock,Messe-Shop,Standgastronomie,Kaefer,-,-,-,TRUE,Search,,,,publish,4900,5831,,,4900,6000,4900,7,,,,,1100,18.333333333333332,,,,recldi2qpjozj6z9v,,,,
reclwX3n4GMz67Lp8,2026-02-25T14:20:35.000Z,I-42041,Imported,HotDog/Waffel/Crepe-Bike (auf Anfrage),"Streetfood-Feeling direkt an eurem Stand:
HotDog-, Waffel- oder Crêpe-Bike – der Duft von frisch zubereiteten Leckereien zieht Besucher magisch an und schafft echtes Messe-Highlight-Feeling.
Ob herzhafter HotDog, warme Waffeln mit Toppings oder frisch gebackene Crêpes – hier wird live vor Ort zubereitet und ausgegeben. Das sorgt nicht nur für Genuss, sondern auch für Frequenz, Interaktion und Verweildauer an eurem Stand.

Möglich pro Bike:
HotDogs
Waffeln
Crêpes

Leistungsumfang:
1 Mitarbeiter zur Ausgabe
Einsatzdauer: 8 Stunden

(Auf Anfrage) – bitte meldet euch bei Konrad unter: [e-mail entfernt]",1,,1,instock,Messe-Shop,Standgastronomie,Kaefer,,,,TRUE,Visible,,,,publish,0,0,,0,0,0,0,7,,,,,0,"{""specialValue"": ""NaN""}",,,,reclwX3n4GMz67Lp8,"ChatGPT Image 25. Feb. 2026, 15_44_38.png","ChatGPT Image 25. Feb. 2026, 15_44_38.png",,7120SRvbf7L.jpg
recmIoZIa3V8vCTey,2025-09-02T08:40:51.000Z,I-75747,Imported,Topic Stage Panel,"45 Minuten Slot 
",64,,64,instock,Hubspot,Stage Products,,,,,,,,,,,,0,,0.2,0,7900,0,7,,,,,7900,100,,,,recmIoZIa3V8vCTey,,,,
recmKzTqRndwdWh8C,2025-06-19T13:25:26.000Z,I-52398,Imported,Sitzbank Bornholm klappbar,Praktische und elegante klappbare Sitzbank aus der Bornholm-Serie mit den Maßen 160x30 cm und einer Höhe von 48 cm. Das moderne Design im Bornholm-Stil kommt einfach immer gut an.,8,,8,instock,Messe-Shop,Mobiliar ,PartyRent,6593,Sitzbank Bornholm klappbar,https://www.party.rent/de/product/sitzbank-bornholm-klappbar-160-30-h48-cm-6593,TRUE,Visible,,,,publish,220.51,262.40689999999995,,0.2,264.61199999999997,264.6,264.61199999999997,7,,,,,-0.011999999999943611,-0.0045351473922689385,,,,recmKzTqRndwdWh8C,sitz.jpg,sitz.jpg; sitz1.jpg; sitz2.jpg,,
recnCq2PnGah9kjAn,2025-06-19T13:25:26.000Z,I-17066,Imported,Regal Bornholm,"Modernes und praktisches Regal im Bornholmstyle aus hochwertigem Holz, perfekt wenn ihr eure Produkte präsentieren wollt!",10,,10,instock,Messe-Shop,Mobiliar ,PartyRent,72230,Regal Bornholm,https://www.party.rent/de/product/regal-bornholm-mit-5-böden-l140-t43-h215-cm-72230,TRUE,Visible,,,TRUE,publish,360.51,429.0069,,0.2,432.61199999999997,432.6,432.61199999999997,7,,,,,-0.011999999999943611,-0.0027739251040091563,,,,recnCq2PnGah9kjAn,regha1.jpg,reg3.jpg; rega2.jpg; regha1.jpg,,
